GISS
Model: ACCESS-ESM1-5,   Number of Ensembles: 40
psl_mon_historical_FGOALS-g3_r4i1p1f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_FGOALS-g3_r5i1p1f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_FGOALS-g3_r6i1p1f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
Number of ensembles discarded as times did not cover the period 1850-2015: 0, Ensembles left: 6

Model: GISS-E2-1-G,   Number of Ensembles: 89
psl_mon_historical_GISS-E2-1-G_r101i1p1f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r102i1p1f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r10i1p1f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r10i1p1f2_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r10i1p3f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r10i1p5f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r11i1p1f2_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r1i1p1f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r1i1p1f2_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r1i1p1f3_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r1i1p1f5_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1980-01-16 12:00:00 to 2014-12-16 12:00:00, 420 time steps
psl_mon_historical_GISS-E2-1-G_r1i1p3f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r1i1p5f1_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1850-01-16 12:00:00 to 2014-12-16 12:00:00, 1980 time steps
psl_mon_historical_GISS-E2-1-G_r201i1p1f2_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1950-01-16 12:00:00 to 2021-12-16 12:00:00, 864 time steps
psl_mon_historical_GISS-E2-1-G_r201i1p1f4_interp.nc with calendar: <class 'cftime._cftime.DatetimeNoLeap'>, 1990-01-16 12:00:00 to 2021-12-16 12:00:00, 384 time steps
